"participant","age","sex","Trial","targetWord","formantZ","FormantType","location"
"PP12",42,"F",102,"VET",0.60529359225488,"F1","lab"
"PP12",42,"F",103,"BED",0.729672448271001,"F1","lab"
"PP12",42,"F",104,"PET",1.16946923186589,"F1","lab"
"PP12",42,"F",105,"VET",NA,"F1","lab"
"PP12",42,"F",106,"NET",-1.77887250640595,"F1","lab"
"PP12",42,"F",107,"ZET",0.380292689631569,"F1","lab"
"PP12",42,"F",108,"WET",0.773780355969209,"F1","lab"
"PP12",42,"F",109,"BED",0.737900732049199,"F1","lab"
"PP12",42,"F",110,"NET",-1.74640208701858,"F1","lab"
"PP12",42,"F",111,"ZET",0.425797661882803,"F1","lab"
"PP12",42,"F",112,"WET",-0.0703300844923685,"F1","lab"
"PP12",42,"F",113,"VET",0.786513308920669,"F1","lab"
"PP12",42,"F",114,"PET",NA,"F1","lab"
"PP12",42,"F",25,"ZET",7.92615200319133,"F1","lab"
"PP12",42,"F",26,"BED",0.813740427648313,"F1","lab"
"PP12",42,"F",27,"PET",NA,"F1","lab"
"PP12",42,"F",28,"VET",1.00574503398489,"F1","lab"
"PP12",42,"F",29,"WET",0.465686761954418,"F1","lab"
"PP12",42,"F",30,"NET",-1.70707916519826,"F1","lab"
"PP12",42,"F",31,"ZET",NA,"F1","lab"
"PP12",42,"F",32,"WET",0.0384291945131102,"F1","lab"
"PP12",42,"F",33,"VET",NA,"F1","lab"
"PP12",42,"F",34,"PET",NA,"F1","lab"
"PP12",42,"F",35,"BED",0.657402273606727,"F1","lab"
"PP12",42,"F",36,"NET",-1.6614341397313,"F1","lab"
"PP12",42,"F",37,"PET",1.50651360243594,"F1","lab"
"PP12",42,"F",38,"VET",0.834059273055556,"F1","lab"
"PP12",42,"F",39,"NET",-1.62674175423485,"F1","lab"
"PP12",42,"F",40,"ZET",NA,"F1","lab"
"PP12",42,"F",41,"BED",1.17936356136966,"F1","lab"
"PP12",42,"F",42,"WET",0.762179661607216,"F1","lab"
"PP12",42,"F",43,"WET",0.475296484391811,"F1","lab"
"PP12",42,"F",44,"NET",-1.36531303605198,"F1","lab"
"PP12",42,"F",45,"PET",0.296610960752809,"F1","lab"
"PP12",42,"F",46,"BED",0.675308839394968,"F1","lab"
"PP12",42,"F",47,"ZET",0.420157697472734,"F1","lab"
"PP12",42,"F",48,"VET",0.977369148373173,"F1","lab"
"PP12",42,"F",1,"BED",NA,"F1","lab"
"PP12",42,"F",2,"NET",-1.69908576226133,"F1","lab"
"PP12",42,"F",3,"VET",0.780514024973603,"F1","lab"
"PP12",42,"F",4,"PET",1.42063589752964,"F1","lab"
"PP12",42,"F",5,"WET",NA,"F1","lab"
"PP12",42,"F",6,"ZET",NA,"F1","lab"
"PP12",42,"F",7,"PET",0.361250788782956,"F1","lab"
"PP12",42,"F",8,"ZET",NA,"F1","lab"
"PP12",42,"F",9,"WET",-0.836328963410319,"F1","lab"
"PP12",42,"F",10,"VET",1.12412871564701,"F1","lab"
"PP12",42,"F",11,"BED",NA,"F1","lab"
"PP12",42,"F",12,"NET",-1.57678562709422,"F1","lab"
"PP12",42,"F",13,"NET",-0.693533696242714,"F1","lab"
"PP12",42,"F",14,"BED",0.00343189342135493,"F1","lab"
"PP12",42,"F",15,"PET",0.128428432371079,"F1","lab"
"PP12",42,"F",16,"WET",-0.702485010992468,"F1","lab"
"PP12",42,"F",17,"ZET",0.310858023806722,"F1","lab"
"PP12",42,"F",18,"VET",0.740327482341356,"F1","lab"
"PP12",42,"F",19,"ZET",NA,"F1","lab"
"PP12",42,"F",20,"PET",1.48391292046889,"F1","lab"
"PP12",42,"F",21,"VET",0.496352405420407,"F1","lab"
"PP12",42,"F",22,"BED",0.400922191170628,"F1","lab"
"PP12",42,"F",23,"WET",-0.115360472809932,"F1","lab"
"PP12",42,"F",24,"NET",-1.62718324312265,"F1","lab"
"PP12",42,"F",49,"WET",0.295021242358738,"F1","lab"
"PP12",42,"F",50,"PET",NA,"F1","lab"
"PP12",42,"F",51,"ZET",NA,"F1","lab"
"PP12",42,"F",52,"NET",-1.80958723217882,"F1","lab"
"PP12",42,"F",53,"VET",0.977498151700292,"F1","lab"
"PP12",42,"F",54,"BED",0.718623974499542,"F1","lab"
"PP12",42,"F",55,"BED",0.850630165848556,"F1","lab"
"PP12",42,"F",56,"NET",-0.355421141346427,"F1","lab"
"PP12",42,"F",57,"WET",0.37613674910171,"F1","lab"
"PP12",42,"F",58,"VET",1.06494897116559,"F1","lab"
"PP12",42,"F",59,"PET",0.855011964454257,"F1","lab"
"PP12",42,"F",60,"ZET",0.82918373929363,"F1","lab"
"PP12",42,"F",61,"NET",-1.83892548434079,"F1","lab"
"PP12",42,"F",62,"ZET",1.63940666009264,"F1","lab"
"PP12",42,"F",63,"BED",1.20838282583417,"F1","lab"
"PP12",42,"F",64,"VET",0.705999073387928,"F1","lab"
"PP12",42,"F",65,"WET",-0.998281416771167,"F1","lab"
"PP12",42,"F",66,"PET",0.990173055591021,"F1","lab"
"PP12",42,"F",67,"VET",1.36316379380662,"F1","lab"
"PP12",42,"F",68,"WET",0.411855727008235,"F1","lab"
"PP12",42,"F",69,"NET",NA,"F1","lab"
"PP12",42,"F",70,"ZET",0.62882637684821,"F1","lab"
"PP12",42,"F",71,"BED",0.717975304973793,"F1","lab"
"PP12",42,"F",72,"PET",0.920582745141401,"F1","lab"
"PP12",42,"F",73,"VET",0.972425057372328,"F1","lab"
"PP12",42,"F",74,"NET",-1.24573008116341,"F1","lab"
"PP12",42,"F",75,"BED",0.829519425723676,"F1","lab"
"PP12",42,"F",76,"WET",0.0782788668426801,"F1","lab"
"PP12",42,"F",77,"PET",0.862077491924333,"F1","lab"
"PP12",42,"F",78,"ZET",0.287288834508789,"F1","lab"
"PP12",42,"F",79,"NET",-1.58406337551191,"F1","lab"
"PP12",42,"F",80,"BED",NA,"F1","lab"
"PP12",42,"F",81,"VET",0.863368338657591,"F1","lab"
"PP12",42,"F",82,"WET",0.974681106460651,"F1","lab"
